Date,DishID,Vegetarian,Price,QuantitySold,DayOfWeek,Occasion
01-03-2022,9,No,500,23,Tuesday,None
01-03-2022,10,Yes,550,6,Tuesday,None
02-03-2022,1,No,100,11,Wednesday,None
02-03-2022,2,Yes,150,11,Wednesday,None
02-03-2022,3,No,200,16,Wednesday,None
02-03-2022,4,Yes,250,17,Wednesday,None
02-03-2022,5,No,300,0,Wednesday,None
02-03-2022,6,Yes,350,12,Wednesday,None
02-03-2022,7,No,400,7,Wednesday,None
02-03-2022,8,Yes,450,6,Wednesday,None
02-03-2022,9,No,500,2,Wednesday,None
02-03-2022,10,Yes,550,5,Wednesday,None
03-03-2022,1,No,100,2,Thursday,None
03-03-2022,2,Yes,150,20,Thursday,None
03-03-2022,3,No,200,18,Thursday,None
03-03-2022,4,Yes,250,2,Thursday,None
03-03-2022,5,No,300,29,Thursday,None
03-03-2022,6,Yes,350,10,Thursday,None
03-03-2022,7,No,400,6,Thursday,None
03-03-2022,8,Yes,450,26,Thursday,None
03-03-2022,9,No,500,11,Thursday,None
03-03-2022,10,Yes,550,17,Thursday,None
04-03-2022,1,No,100,3,Friday,None
04-03-2022,2,Yes,150,22,Friday,None
04-03-2022,3,No,200,6,Friday,None
04-03-2022,4,Yes,250,20,Friday,None
04-03-2022,5,No,300,15,Friday,None
04-03-2022,6,Yes,350,26,Friday,None
04-03-2022,7,No,400,4,Friday,None
04-03-2022,8,Yes,450,15,Friday,None
04-03-2022,9,No,500,8,Friday,None
04-03-2022,10,Yes,550,25,Friday,None
05-03-2022,1,No,100,19,Saturday,None
05-03-2022,2,Yes,150,29,Saturday,None
05-03-2022,3,No,200,5,Saturday,None
05-03-2022,4,Yes,250,6,Saturday,None
05-03-2022,5,No,300,20,Saturday,None
05-03-2022,6,Yes,350,28,Saturday,None
05-03-2022,7,No,400,21,Saturday,None
05-03-2022,8,Yes,450,1,Saturday,None
05-03-2022,9,No,500,0,Saturday,None
05-03-2022,10,Yes,550,25,Saturday,None
06-03-2022,1,No,100,15,Sunday,None
06-03-2022,2,Yes,150,6,Sunday,None
06-03-2022,3,No,200,10,Sunday,None
06-03-2022,4,Yes,250,12,Sunday,None
06-03-2022,5,No,300,22,Sunday,None
06-03-2022,6,Yes,350,8,Sunday,None
06-03-2022,7,No,400,13,Sunday,None
06-03-2022,8,Yes,450,22,Sunday,None
06-03-2022,9,No,500,24,Sunday,None
06-03-2022,10,Yes,550,17,Sunday,None
07-03-2022,1,No,100,19,Monday,None
07-03-2022,2,Yes,150,3,Monday,None
07-03-2022,3,No,200,12,Monday,None
07-03-2022,4,Yes,250,21,Monday,None
07-03-2022,5,No,300,1,Monday,None
07-03-2022,6,Yes,350,10,Monday,None
07-03-2022,7,No,400,28,Monday,None
07-03-2022,8,Yes,450,7,Monday,None
07-03-2022,9,No,500,23,Monday,None
07-03-2022,10,Yes,550,7,Monday,None
08-03-2022,1,No,100,4,Tuesday,None
08-03-2022,2,Yes,150,13,Tuesday,None
08-03-2022,3,No,200,6,Tuesday,None
08-03-2022,4,Yes,250,17,Tuesday,None
08-03-2022,5,No,300,14,Tuesday,None
08-03-2022,6,Yes,350,6,Tuesday,None
08-03-2022,7,No,400,21,Tuesday,None
08-03-2022,8,Yes,450,5,Tuesday,None
08-03-2022,9,No,500,20,Tuesday,None
08-03-2022,10,Yes,550,21,Tuesday,None
09-03-2022,1,No,100,14,Wednesday,None
09-03-2022,2,Yes,150,18,Wednesday,None
09-03-2022,3,No,200,26,Wednesday,None
09-03-2022,4,Yes,250,19,Wednesday,None
09-03-2022,5,No,300,23,Wednesday,None
09-03-2022,6,Yes,350,15,Wednesday,None
09-03-2022,7,No,400,6,Wednesday,None
09-03-2022,8,Yes,450,23,Wednesday,None
09-03-2022,9,No,500,17,Wednesday,None
09-03-2022,10,Yes,550,25,Wednesday,None
10-03-2022,1,No,100,6,Thursday,None
10-03-2022,2,Yes,150,0,Thursday,None
10-03-2022,3,No,200,28,Thursday,None
10-03-2022,4,Yes,250,14,Thursday,None
10-03-2022,5,No,300,1,Thursday,None
10-03-2022,6,Yes,350,18,Thursday,None
10-03-2022,7,No,400,22,Thursday,None
10-03-2022,8,Yes,450,3,Thursday,None
10-03-2022,9,No,500,15,Thursday,None
10-03-2022,10,Yes,550,22,Thursday,None
11-03-2022,1,No,100,7,Friday,None
11-03-2022,2,Yes,150,19,Friday,None
11-03-2022,3,No,200,0,Friday,None
11-03-2022,4,Yes,250,4,Friday,None
11-03-2022,5,No,300,2,Friday,None
11-03-2022,6,Yes,350,13,Friday,None
11-03-2022,7,No,400,17,Friday,None
11-03-2022,8,Yes,450,25,Friday,None
11-03-2022,9,No,500,8,Friday,None
11-03-2022,10,Yes,550,18,Friday,None
12-03-2022,1,No,100,8,Saturday,None
12-03-2022,2,Yes,150,16,Saturday,None
12-03-2022,3,No,200,4,Saturday,None
12-03-2022,4,Yes,250,6,Saturday,None
12-03-2022,5,No,300,2,Saturday,None
12-03-2022,6,Yes,350,16,Saturday,None
12-03-2022,7,No,400,11,Saturday,None
12-03-2022,8,Yes,450,5,Saturday,None
12-03-2022,9,No,500,11,Saturday,None
12-03-2022,10,Yes,550,18,Saturday,None
13-03-2022,1,No,100,16,Sunday,None
13-03-2022,2,Yes,150,24,Sunday,None
13-03-2022,3,No,200,2,Sunday,None
13-03-2022,4,Yes,250,17,Sunday,None
13-03-2022,5,No,300,25,Sunday,None
13-03-2022,6,Yes,350,17,Sunday,None
13-03-2022,7,No,400,12,Sunday,None
13-03-2022,8,Yes,450,9,Sunday,None
13-03-2022,9,No,500,29,Sunday,None
13-03-2022,10,Yes,550,29,Sunday,None
14-03-2022,1,No,100,0,Monday,None
14-03-2022,2,Yes,150,4,Monday,None
14-03-2022,3,No,200,29,Monday,None
14-03-2022,4,Yes,250,13,Monday,None
14-03-2022,5,No,300,7,Monday,None
14-03-2022,6,Yes,350,11,Monday,None
14-03-2022,7,No,400,11,Monday,None
14-03-2022,8,Yes,450,20,Monday,None
14-03-2022,9,No,500,14,Monday,None
14-03-2022,10,Yes,550,25,Monday,None
15-03-2022,1,No,100,18,Tuesday,None
15-03-2022,2,Yes,150,4,Tuesday,None
15-03-2022,3,No,200,8,Tuesday,None
15-03-2022,4,Yes,250,6,Tuesday,None
15-03-2022,5,No,300,10,Tuesday,None
15-03-2022,6,Yes,350,28,Tuesday,None
15-03-2022,7,No,400,8,Tuesday,None
15-03-2022,8,Yes,450,18,Tuesday,None
15-03-2022,9,No,500,19,Tuesday,None
15-03-2022,10,Yes,550,18,Tuesday,None
16-03-2022,1,No,100,12,Wednesday,None
16-03-2022,2,Yes,150,6,Wednesday,None
16-03-2022,3,No,200,28,Wednesday,None
16-03-2022,4,Yes,250,0,Wednesday,None
16-03-2022,5,No,300,24,Wednesday,None
16-03-2022,6,Yes,350,28,Wednesday,None
16-03-2022,7,No,400,23,Wednesday,None
16-03-2022,8,Yes,450,21,Wednesday,None
16-03-2022,9,No,500,18,Wednesday,None
16-03-2022,10,Yes,550,17,Wednesday,None
17-03-2022,1,No,100,3,Thursday,None
17-03-2022,2,Yes,150,0,Thursday,None
17-03-2022,3,No,200,23,Thursday,None
17-03-2022,4,Yes,250,24,Thursday,None
17-03-2022,5,No,300,29,Thursday,None
17-03-2022,6,Yes,350,4,Thursday,None
17-03-2022,7,No,400,21,Thursday,None
17-03-2022,8,Yes,450,26,Thursday,None
17-03-2022,9,No,500,12,Thursday,None
17-03-2022,10,Yes,550,28,Thursday,None
18-03-2022,1,No,100,0,Friday,Holi
18-03-2022,2,Yes,150,23,Friday,Holi
18-03-2022,3,No,200,10,Friday,Holi
18-03-2022,4,Yes,250,9,Friday,Holi
18-03-2022,5,No,300,26,Friday,Holi
18-03-2022,6,Yes,350,27,Friday,Holi
18-03-2022,7,No,400,15,Friday,Holi
18-03-2022,8,Yes,450,28,Friday,Holi
18-03-2022,9,No,500,24,Friday,Holi
18-03-2022,10,Yes,550,11,Friday,Holi
19-03-2022,1,No,100,16,Saturday,None
19-03-2022,2,Yes,150,18,Saturday,None
19-03-2022,3,No,200,7,Saturday,None
19-03-2022,4,Yes,250,24,Saturday,None
19-03-2022,5,No,300,25,Saturday,None
19-03-2022,6,Yes,350,17,Saturday,None
19-03-2022,7,No,400,20,Saturday,None
19-03-2022,8,Yes,450,6,Saturday,None
19-03-2022,9,No,500,29,Saturday,None
19-03-2022,10,Yes,550,21,Saturday,None
20-03-2022,1,No,100,22,Sunday,None
20-03-2022,2,Yes,150,19,Sunday,None
20-03-2022,3,No,200,4,Sunday,None
20-03-2022,4,Yes,250,28,Sunday,None
20-03-2022,5,No,300,5,Sunday,None
20-03-2022,6,Yes,350,22,Sunday,None
20-03-2022,7,No,400,25,Sunday,None
20-03-2022,8,Yes,450,11,Sunday,None
20-03-2022,9,No,500,16,Sunday,None
20-03-2022,10,Yes,550,0,Sunday,None
21-03-2022,1,No,100,23,Monday,None
21-03-2022,2,Yes,150,3,Monday,None
21-03-2022,3,No,200,2,Monday,None
21-03-2022,4,Yes,250,27,Monday,None
21-03-2022,5,No,300,11,Monday,None
21-03-2022,6,Yes,350,27,Monday,None
21-03-2022,7,No,400,19,Monday,None
21-03-2022,8,Yes,450,27,Monday,None
21-03-2022,9,No,500,25,Monday,None
21-03-2022,10,Yes,550,14,Monday,None
22-03-2022,1,No,100,22,Tuesday,None
22-03-2022,2,Yes,150,16,Tuesday,None
22-03-2022,3,No,200,18,Tuesday,None
22-03-2022,4,Yes,250,10,Tuesday,None
22-03-2022,5,No,300,11,Tuesday,None
22-03-2022,6,Yes,350,4,Tuesday,None
22-03-2022,7,No,400,11,Tuesday,None
22-03-2022,8,Yes,450,20,Tuesday,None
22-03-2022,9,No,500,20,Tuesday,None
22-03-2022,10,Yes,550,28,Tuesday,None
23-03-2022,1,No,100,19,Wednesday,None
23-03-2022,2,Yes,150,3,Wednesday,None
23-03-2022,3,No,200,17,Wednesday,None
23-03-2022,4,Yes,250,27,Wednesday,None
23-03-2022,5,No,300,17,Wednesday,None
23-03-2022,6,Yes,350,18,Wednesday,None
23-03-2022,7,No,400,14,Wednesday,None
23-03-2022,8,Yes,450,0,Wednesday,None
23-03-2022,9,No,500,18,Wednesday,None
23-03-2022,10,Yes,550,21,Wednesday,None
24-03-2022,1,No,100,15,Thursday,None
24-03-2022,2,Yes,150,9,Thursday,None
24-03-2022,3,No,200,26,Thursday,None
24-03-2022,4,Yes,250,24,Thursday,None
24-03-2022,5,No,300,12,Thursday,None
24-03-2022,6,Yes,350,6,Thursday,None
24-03-2022,7,No,400,23,Thursday,None
24-03-2022,8,Yes,450,8,Thursday,None
24-03-2022,9,No,500,7,Thursday,None
24-03-2022,10,Yes,550,14,Thursday,None
25-03-2022,1,No,100,10,Friday,None
25-03-2022,2,Yes,150,27,Friday,None
25-03-2022,3,No,200,29,Friday,None
25-03-2022,4,Yes,250,5,Friday,None
25-03-2022,5,No,300,4,Friday,None
25-03-2022,6,Yes,350,20,Friday,None
25-03-2022,7,No,400,12,Friday,None
25-03-2022,8,Yes,450,2,Friday,None
25-03-2022,9,No,500,10,Friday,None
25-03-2022,10,Yes,550,17,Friday,None
26-03-2022,1,No,100,5,Saturday,None
26-03-2022,2,Yes,150,17,Saturday,None
26-03-2022,3,No,200,25,Saturday,None
26-03-2022,4,Yes,250,9,Saturday,None
26-03-2022,5,No,300,29,Saturday,None
26-03-2022,6,Yes,350,19,Saturday,None
26-03-2022,7,No,400,6,Saturday,None
26-03-2022,8,Yes,450,7,Saturday,None
26-03-2022,9,No,500,26,Saturday,None
26-03-2022,10,Yes,550,20,Saturday,None
27-03-2022,1,No,100,2,Sunday,None
27-03-2022,2,Yes,150,6,Sunday,None
27-03-2022,3,No,200,24,Sunday,None
27-03-2022,4,Yes,250,10,Sunday,None
27-03-2022,5,No,300,14,Sunday,None
27-03-2022,6,Yes,350,0,Sunday,None
27-03-2022,7,No,400,5,Sunday,None
27-03-2022,8,Yes,450,28,Sunday,None
27-03-2022,9,No,500,5,Sunday,None
27-03-2022,10,Yes,550,24,Sunday,None
28-03-2022,1,No,100,11,Monday,None
28-03-2022,2,Yes,150,12,Monday,None
28-03-2022,3,No,200,13,Monday,None
28-03-2022,4,Yes,250,8,Monday,None
28-03-2022,5,No,300,27,Monday,None
28-03-2022,6,Yes,350,11,Monday,None
28-03-2022,7,No,400,0,Monday,None
28-03-2022,8,Yes,450,23,Monday,None
28-03-2022,9,No,500,4,Monday,None
28-03-2022,10,Yes,550,18,Monday,None
29-03-2022,1,No,100,15,Tuesday,None
29-03-2022,2,Yes,150,6,Tuesday,None
29-03-2022,3,No,200,10,Tuesday,None
29-03-2022,4,Yes,250,4,Tuesday,None
29-03-2022,5,No,300,10,Tuesday,None
29-03-2022,6,Yes,350,21,Tuesday,None
29-03-2022,7,No,400,1,Tuesday,None
29-03-2022,8,Yes,450,5,Tuesday,None
29-03-2022,9,No,500,19,Tuesday,None
29-03-2022,10,Yes,550,5,Tuesday,None
30-03-2022,1,No,100,28,Wednesday,None
30-03-2022,2,Yes,150,8,Wednesday,None
30-03-2022,3,No,200,7,Wednesday,None
30-03-2022,4,Yes,250,17,Wednesday,None
30-03-2022,5,No,300,22,Wednesday,None
30-03-2022,6,Yes,350,16,Wednesday,None
30-03-2022,7,No,400,15,Wednesday,None
30-03-2022,8,Yes,450,8,Wednesday,None
30-03-2022,9,No,500,17,Wednesday,None
30-03-2022,10,Yes,550,2,Wednesday,None
31-03-2022,1,No,100,8,Thursday,None
31-03-2022,2,Yes,150,25,Thursday,None
31-03-2022,3,No,200,9,Thursday,None
31-03-2022,4,Yes,250,23,Thursday,None
31-03-2022,5,No,300,19,Thursday,None
31-03-2022,6,Yes,350,28,Thursday,None
31-03-2022,7,No,400,1,Thursday,None
31-03-2022,8,Yes,450,26,Thursday,None
31-03-2022,9,No,500,8,Thursday,None
31-03-2022,10,Yes,550,21,Thursday,None
01-04-2022,1,No,100,26,Friday,None
01-04-2022,2,Yes,150,29,Friday,None
01-04-2022,3,No,200,22,Friday,None
01-04-2022,4,Yes,250,25,Friday,None
01-04-2022,5,No,300,12,Friday,None
01-04-2022,6,Yes,350,5,Friday,None
01-04-2022,7,No,400,26,Friday,None
01-04-2022,8,Yes,450,29,Friday,None
01-04-2022,9,No,500,29,Friday,None
01-04-2022,10,Yes,550,0,Friday,None
02-04-2022,1,No,100,24,Saturday,None
02-04-2022,2,Yes,150,25,Saturday,None
02-04-2022,3,No,200,22,Saturday,None
02-04-2022,4,Yes,250,9,Saturday,None
02-04-2022,5,No,300,25,Saturday,None
02-04-2022,6,Yes,350,5,Saturday,None
02-04-2022,7,No,400,16,Saturday,None
02-04-2022,8,Yes,450,29,Saturday,None
02-04-2022,9,No,500,27,Saturday,None
02-04-2022,10,Yes,550,29,Saturday,None
03-04-2022,1,No,100,29,Sunday,None
03-04-2022,2,Yes,150,6,Sunday,None
03-04-2022,3,No,200,12,Sunday,None
03-04-2022,4,Yes,250,26,Sunday,None
03-04-2022,5,No,300,14,Sunday,None
03-04-2022,6,Yes,350,11,Sunday,None
03-04-2022,7,No,400,25,Sunday,None
03-04-2022,8,Yes,450,20,Sunday,None
03-04-2022,9,No,500,15,Sunday,None
03-04-2022,10,Yes,550,2,Sunday,None
04-04-2022,1,No,100,13,Monday,None
04-04-2022,2,Yes,150,25,Monday,None
04-04-2022,3,No,200,2,Monday,None
04-04-2022,4,Yes,250,8,Monday,None
04-04-2022,5,No,300,17,Monday,None
04-04-2022,6,Yes,350,2,Monday,None
04-04-2022,7,No,400,21,Monday,None
04-04-2022,8,Yes,450,8,Monday,None
04-04-2022,9,No,500,4,Monday,None
04-04-2022,10,Yes,550,28,Monday,None
05-04-2022,1,No,100,21,Tuesday,None
05-04-2022,2,Yes,150,26,Tuesday,None
05-04-2022,3,No,200,18,Tuesday,None
05-04-2022,4,Yes,250,14,Tuesday,None
05-04-2022,5,No,300,20,Tuesday,None
05-04-2022,6,Yes,350,15,Tuesday,None
05-04-2022,7,No,400,4,Tuesday,None
05-04-2022,8,Yes,450,9,Tuesday,None
05-04-2022,9,No,500,19,Tuesday,None
05-04-2022,10,Yes,550,18,Tuesday,None
06-04-2022,1,No,100,16,Wednesday,None
06-04-2022,2,Yes,150,28,Wednesday,None
06-04-2022,3,No,200,25,Wednesday,None
06-04-2022,4,Yes,250,21,Wednesday,None
06-04-2022,5,No,300,15,Wednesday,None
06-04-2022,6,Yes,350,18,Wednesday,None
06-04-2022,7,No,400,15,Wednesday,None
06-04-2022,8,Yes,450,14,Wednesday,None
06-04-2022,9,No,500,25,Wednesday,None
06-04-2022,10,Yes,550,24,Wednesday,None
07-04-2022,1,No,100,1,Thursday,None
07-04-2022,2,Yes,150,2,Thursday,None
07-04-2022,3,No,200,8,Thursday,None
07-04-2022,4,Yes,250,19,Thursday,None
07-04-2022,5,No,300,15,Thursday,None
07-04-2022,6,Yes,350,15,Thursday,None
07-04-2022,7,No,400,7,Thursday,None
07-04-2022,8,Yes,450,9,Thursday,None
07-04-2022,9,No,500,27,Thursday,None
07-04-2022,10,Yes,550,25,Thursday,None
08-04-2022,1,No,100,16,Friday,None
08-04-2022,2,Yes,150,3,Friday,None
08-04-2022,3,No,200,6,Friday,None
08-04-2022,4,Yes,250,29,Friday,None
08-04-2022,5,No,300,4,Friday,None
08-04-2022,6,Yes,350,6,Friday,None
08-04-2022,7,No,400,12,Friday,None
08-04-2022,8,Yes,450,29,Friday,None
08-04-2022,9,No,500,19,Friday,None
08-04-2022,10,Yes,550,4,Friday,None
09-04-2022,1,No,100,13,Saturday,None
09-04-2022,2,Yes,150,20,Saturday,None
09-04-2022,3,No,200,20,Saturday,None
09-04-2022,4,Yes,250,7,Saturday,None
09-04-2022,5,No,300,24,Saturday,None
09-04-2022,6,Yes,350,10,Saturday,None
09-04-2022,7,No,400,16,Saturday,None
09-04-2022,8,Yes,450,15,Saturday,None
09-04-2022,9,No,500,20,Saturday,None
09-04-2022,10,Yes,550,2,Saturday,None
10-04-2022,1,No,100,6,Sunday,Palm Sunday
10-04-2022,2,Yes,150,26,Sunday,Palm Sunday
10-04-2022,3,No,200,17,Sunday,Palm Sunday
10-04-2022,4,Yes,250,10,Sunday,Palm Sunday
10-04-2022,5,No,300,28,Sunday,Palm Sunday
10-04-2022,6,Yes,350,18,Sunday,Palm Sunday
10-04-2022,7,No,400,10,Sunday,Palm Sunday
10-04-2022,8,Yes,450,13,Sunday,Palm Sunday
10-04-2022,9,No,500,0,Sunday,Palm Sunday
10-04-2022,10,Yes,550,25,Sunday,Palm Sunday
11-04-2022,1,No,100,21,Monday,None
11-04-2022,2,Yes,150,20,Monday,None
11-04-2022,3,No,200,8,Monday,None
11-04-2022,4,Yes,250,23,Monday,None
11-04-2022,5,No,300,17,Monday,None
11-04-2022,6,Yes,350,29,Monday,None
11-04-2022,7,No,400,16,Monday,None
11-04-2022,8,Yes,450,26,Monday,None
11-04-2022,9,No,500,5,Monday,None
11-04-2022,10,Yes,550,2,Monday,None
12-04-2022,1,No,100,26,Tuesday,None
12-04-2022,2,Yes,150,8,Tuesday,None
12-04-2022,3,No,200,22,Tuesday,None
12-04-2022,4,Yes,250,18,Tuesday,None
12-04-2022,5,No,300,27,Tuesday,None
12-04-2022,6,Yes,350,1,Tuesday,None
12-04-2022,7,No,400,24,Tuesday,None
12-04-2022,8,Yes,450,4,Tuesday,None
12-04-2022,9,No,500,6,Tuesday,None
12-04-2022,10,Yes,550,1,Tuesday,None
13-04-2022,1,No,100,11,Wednesday,None
13-04-2022,2,Yes,150,1,Wednesday,None
13-04-2022,3,No,200,9,Wednesday,None
13-04-2022,4,Yes,250,0,Wednesday,None
13-04-2022,5,No,300,23,Wednesday,None
13-04-2022,6,Yes,350,20,Wednesday,None
13-04-2022,7,No,400,17,Wednesday,None
13-04-2022,8,Yes,450,28,Wednesday,None
13-04-2022,9,No,500,20,Wednesday,None
13-04-2022,10,Yes,550,9,Wednesday,None
14-04-2022,1,No,100,12,Thursday,None
14-04-2022,2,Yes,150,21,Thursday,None
14-04-2022,3,No,200,7,Thursday,None
14-04-2022,4,Yes,250,2,Thursday,None
14-04-2022,5,No,300,13,Thursday,None
14-04-2022,6,Yes,350,20,Thursday,None
14-04-2022,7,No,400,12,Thursday,None
14-04-2022,8,Yes,450,16,Thursday,None
14-04-2022,9,No,500,7,Thursday,None
14-04-2022,10,Yes,550,13,Thursday,None
15-04-2022,1,No,100,7,Friday,Good Friday
15-04-2022,2,Yes,150,20,Friday,Good Friday
15-04-2022,3,No,200,15,Friday,Good Friday
15-04-2022,4,Yes,250,2,Friday,Good Friday
15-04-2022,5,No,300,2,Friday,Good Friday
15-04-2022,6,Yes,350,21,Friday,Good Friday
15-04-2022,7,No,400,24,Friday,Good Friday
15-04-2022,8,Yes,450,18,Friday,Good Friday
15-04-2022,9,No,500,11,Friday,Good Friday
15-04-2022,10,Yes,550,4,Friday,Good Friday
16-04-2022,1,No,100,28,Saturday,None
16-04-2022,2,Yes,150,9,Saturday,None
16-04-2022,3,No,200,21,Saturday,None
16-04-2022,4,Yes,250,19,Saturday,None
16-04-2022,5,No,300,21,Saturday,None
16-04-2022,6,Yes,350,29,Saturday,None
16-04-2022,7,No,400,17,Saturday,None
16-04-2022,8,Yes,450,19,Saturday,None
16-04-2022,9,No,500,24,Saturday,None
16-04-2022,10,Yes,550,26,Saturday,None
17-04-2022,1,No,100,0,Sunday,Easter Sunday
17-04-2022,2,Yes,150,20,Sunday,Easter Sunday
17-04-2022,3,No,200,0,Sunday,Easter Sunday
17-04-2022,4,Yes,250,27,Sunday,Easter Sunday
17-04-2022,5,No,300,3,Sunday,Easter Sunday
17-04-2022,6,Yes,350,11,Sunday,Easter Sunday
17-04-2022,7,No,400,8,Sunday,Easter Sunday
17-04-2022,8,Yes,450,24,Sunday,Easter Sunday
17-04-2022,9,No,500,21,Sunday,Easter Sunday
17-04-2022,10,Yes,550,12,Sunday,Easter Sunday
18-04-2022,1,No,100,9,Monday,None
18-04-2022,2,Yes,150,24,Monday,None
18-04-2022,3,No,200,18,Monday,None
18-04-2022,4,Yes,250,28,Monday,None
18-04-2022,5,No,300,15,Monday,None
18-04-2022,6,Yes,350,14,Monday,None
18-04-2022,7,No,400,21,Monday,None
18-04-2022,8,Yes,450,1,Monday,None
18-04-2022,9,No,500,17,Monday,None
18-04-2022,10,Yes,550,14,Monday,None
19-04-2022,1,No,100,2,Tuesday,None
19-04-2022,2,Yes,150,9,Tuesday,None
19-04-2022,3,No,200,17,Tuesday,None
19-04-2022,4,Yes,250,20,Tuesday,None
19-04-2022,5,No,300,28,Tuesday,None
19-04-2022,6,Yes,350,19,Tuesday,None
19-04-2022,7,No,400,26,Tuesday,None
19-04-2022,8,Yes,450,28,Tuesday,None
19-04-2022,9,No,500,7,Tuesday,None
19-04-2022,10,Yes,550,0,Tuesday,None
20-04-2022,1,No,100,18,Wednesday,None
20-04-2022,2,Yes,150,2,Wednesday,None
20-04-2022,3,No,200,28,Wednesday,None
20-04-2022,4,Yes,250,27,Wednesday,None
20-04-2022,5,No,300,15,Wednesday,None
20-04-2022,6,Yes,350,24,Wednesday,None
20-04-2022,7,No,400,14,Wednesday,None
20-04-2022,8,Yes,450,15,Wednesday,None
20-04-2022,9,No,500,14,Wednesday,None
20-04-2022,10,Yes,550,9,Wednesday,None
21-04-2022,1,No,100,11,Thursday,None
21-04-2022,2,Yes,150,25,Thursday,None
21-04-2022,3,No,200,4,Thursday,None
21-04-2022,4,Yes,250,15,Thursday,None
21-04-2022,5,No,300,24,Thursday,None
21-04-2022,6,Yes,350,16,Thursday,None
21-04-2022,7,No,400,16,Thursday,None
21-04-2022,8,Yes,450,9,Thursday,None
21-04-2022,9,No,500,2,Thursday,None
21-04-2022,10,Yes,550,4,Thursday,None
22-04-2022,1,No,100,8,Friday,None
22-04-2022,2,Yes,150,6,Friday,None
22-04-2022,3,No,200,25,Friday,None
22-04-2022,4,Yes,250,23,Friday,None
22-04-2022,5,No,300,21,Friday,None
22-04-2022,6,Yes,350,20,Friday,None
22-04-2022,7,No,400,12,Friday,None
22-04-2022,8,Yes,450,29,Friday,None
22-04-2022,9,No,500,15,Friday,None
22-04-2022,10,Yes,550,8,Friday,None
23-04-2022,1,No,100,24,Saturday,None
23-04-2022,2,Yes,150,21,Saturday,None
23-04-2022,3,No,200,2,Saturday,None
23-04-2022,4,Yes,250,6,Saturday,None
23-04-2022,5,No,300,7,Saturday,None
23-04-2022,6,Yes,350,11,Saturday,None
23-04-2022,7,No,400,11,Saturday,None
23-04-2022,8,Yes,450,15,Saturday,None
23-04-2022,9,No,500,25,Saturday,None
23-04-2022,10,Yes,550,14,Saturday,None
24-04-2022,1,No,100,22,Sunday,None
24-04-2022,2,Yes,150,17,Sunday,None
24-04-2022,3,No,200,8,Sunday,None
24-04-2022,4,Yes,250,8,Sunday,None
24-04-2022,5,No,300,19,Sunday,None
24-04-2022,6,Yes,350,8,Sunday,None
24-04-2022,7,No,400,14,Sunday,None
24-04-2022,8,Yes,450,17,Sunday,None
24-04-2022,9,No,500,20,Sunday,None
24-04-2022,10,Yes,550,1,Sunday,None
25-04-2022,1,No,100,18,Monday,None
25-04-2022,2,Yes,150,28,Monday,None
25-04-2022,3,No,200,7,Monday,None
25-04-2022,4,Yes,250,12,Monday,None
25-04-2022,5,No,300,15,Monday,None
25-04-2022,6,Yes,350,23,Monday,None
25-04-2022,7,No,400,25,Monday,None
25-04-2022,8,Yes,450,19,Monday,None
25-04-2022,9,No,500,23,Monday,None
25-04-2022,10,Yes,550,8,Monday,None
26-04-2022,1,No,100,21,Tuesday,None
26-04-2022,2,Yes,150,14,Tuesday,None
26-04-2022,3,No,200,17,Tuesday,None
26-04-2022,4,Yes,250,14,Tuesday,None
26-04-2022,5,No,300,9,Tuesday,None
26-04-2022,6,Yes,350,18,Tuesday,None
26-04-2022,7,No,400,12,Tuesday,None
26-04-2022,8,Yes,450,17,Tuesday,None
26-04-2022,9,No,500,29,Tuesday,None
26-04-2022,10,Yes,550,12,Tuesday,None
27-04-2022,1,No,100,23,Wednesday,None
27-04-2022,2,Yes,150,27,Wednesday,None
27-04-2022,3,No,200,14,Wednesday,None
27-04-2022,4,Yes,250,21,Wednesday,None
27-04-2022,5,No,300,10,Wednesday,None
27-04-2022,6,Yes,350,15,Wednesday,None
27-04-2022,7,No,400,24,Wednesday,None
27-04-2022,8,Yes,450,26,Wednesday,None
27-04-2022,9,No,500,22,Wednesday,None
27-04-2022,10,Yes,550,25,Wednesday,None
28-04-2022,1,No,100,23,Thursday,None
28-04-2022,2,Yes,150,15,Thursday,None
28-04-2022,3,No,200,8,Thursday,None
28-04-2022,4,Yes,250,24,Thursday,None
28-04-2022,5,No,300,21,Thursday,None
28-04-2022,6,Yes,350,13,Thursday,None
28-04-2022,7,No,400,6,Thursday,None
28-04-2022,8,Yes,450,1,Thursday,None
28-04-2022,9,No,500,2,Thursday,None
28-04-2022,10,Yes,550,4,Thursday,None
29-04-2022,1,No,100,9,Friday,None
29-04-2022,2,Yes,150,13,Friday,None
29-04-2022,3,No,200,17,Friday,None
29-04-2022,4,Yes,250,16,Friday,None
29-04-2022,5,No,300,16,Friday,None
29-04-2022,6,Yes,350,12,Friday,None
29-04-2022,7,No,400,10,Friday,None
29-04-2022,8,Yes,450,3,Friday,None
29-04-2022,9,No,500,9,Friday,None
29-04-2022,10,Yes,550,11,Friday,None
30-04-2022,1,No,100,28,Saturday,None
30-04-2022,2,Yes,150,24,Saturday,None
30-04-2022,3,No,200,0,Saturday,None
30-04-2022,4,Yes,250,5,Saturday,None
30-04-2022,5,No,300,5,Saturday,None
30-04-2022,6,Yes,350,7,Saturday,None
30-04-2022,7,No,400,19,Saturday,None
